LoanID,CustomerID,LoanAmount,InterestRate,TermMonths,OriginationDate,Status,RiskGradeAtOrigination
17770,5311,50995.0,10.71,36,2015-06-13,Defaulted,B
17771,1400,12347.0,6.57,36,2020-08-22,PaidOff,E
17772,9152,16572.0,7.75,36,2018-02-08,PaidOff,C
17773,9011,193767.0,11.11,60,2020-11-27,PaidOff,D
17774,5568,13532.0,7.3,12,2018-08-19,PaidOff,C
17775,8191,118919.0,6.22,36,2021-07-06,Defaulted,A
17776,8665,365363.0,7.01,36,2023-08-29,PaidOff,D
17777,6461,83782.0,6.09,24,2021-06-15,PaidOff,C
17778,10655,8000.0,12.65,36,2019-06-13,Current,D
17779,5780,45936.0,4.52,24,2019-05-29,Current,B
17780,8004,8201.0,7.46,36,2018-08-15,Current,A
17781,9535,76179.0,5.03,36,2020-12-30,Current,C
17782,2013,223885.0,8.14,36,2019-04-02,PaidOff,C
17783,10283,259381.0,8.57,48,2015-06-05,Defaulted,E
17784,8421,161727.0,7.04,36,2015-07-18,PaidOff,C
17785,7173,1067188.0,6.93,36,2021-10-02,Current,C
17786,5545,5753.0,7.77,36,2016-12-07,Defaulted,A
17787,9797,377166.0,6.32,36,2022-02-17,PaidOff,C
17788,7381,400308.0,8.74,60,2015-03-04,PaidOff,D
17789,10958,101758.0,4.52,36,2015-10-26,PaidOff,A
17790,10369,40412.0,4.13,48,2022-10-22,PaidOff,E
17791,2340,244187.0,9.77,48,2022-11-09,Current,B
17792,5906,178470.0,4.69,36,2019-03-13,PaidOff,C
17793,1348,471437.0,6.41,36,2018-07-12,Current,C
17794,4991,90926.0,7.33,60,2020-01-17,PaidOff,D
17795,4284,90184.0,8.18,24,2024-07-08,PaidOff,C
17796,5826,143301.0,6.63,36,2023-03-10,Current,A
17797,5461,325713.0,9.55,36,2018-06-01,Current,D
17798,8946,111132.0,7.48,60,2016-03-19,Current,D
17799,3178,15911.0,6.24,36,2022-05-12,Current,C
17800,4829,130246.0,6.6,24,2020-02-01,Current,D
17801,8010,20995.0,6.14,36,2020-02-08,Current,B
17802,1073,19341.0,6.25,24,2022-02-15,Current,A
17803,6846,59674.0,5.52,24,2017-02-21,PaidOff,C
17804,3813,156611.0,6.25,48,2020-02-12,PaidOff,E
17805,8527,9167.0,6.91,36,2017-09-18,PaidOff,E
17806,3055,9409.0,9.01,48,2016-04-08,PaidOff,D
17807,8068,88903.0,7.12,48,2020-05-19,Current,B
17808,9183,207281.0,8.25,36,2022-12-22,Current,D
17809,1548,50792.0,9.54,48,2015-03-07,PaidOff,C
17810,8833,29281.0,8.91,36,2016-10-31,PaidOff,C
17811,9338,788682.0,5.67,36,2019-11-14,Current,D
17812,7682,5712.0,6.27,24,2022-10-17,PaidOff,A
17813,4053,37778.0,6.31,36,2015-12-20,PaidOff,C
17814,6787,24581.0,5.38,60,2020-08-20,Current,A
17815,1508,24374.0,5.83,36,2018-05-20,PaidOff,C
17816,4191,17849.0,9.79,36,2017-06-19,Current,D
17817,4654,26300.0,8.17,36,2016-07-20,Current,A
17818,5025,12375.0,8.22,24,2024-06-05,Current,C
17819,10662,78382.0,6.76,60,2016-11-05,PaidOff,C
17820,10290,11896.0,7.02,12,2021-03-22,Current,C
17821,4193,49018.0,5.92,36,2015-07-14,Current,B
17822,10370,13293.0,7.23,48,2017-12-09,Defaulted,C
17823,6325,37714.0,11.43,36,2016-11-11,Current,D
17824,1325,57625.0,8.02,36,2021-12-25,PaidOff,A
17825,5835,44305.0,6.69,24,2020-01-23,Defaulted,D
17826,1560,84515.0,5.79,24,2024-09-13,Current,B
17827,5166,64037.0,6.39,36,2021-12-05,PaidOff,A
17828,3091,112560.0,4.97,12,2015-12-14,Current,B
17829,2832,44204.0,7.73,36,2023-04-12,Current,D
17830,7862,14366.0,6.7,12,2020-09-20,Current,D
17831,2603,216731.0,8.69,36,2021-01-25,Current,D
17832,9489,116926.0,7.74,60,2018-03-08,PaidOff,D
17833,2911,31457.0,7.64,36,2020-01-28,Current,D
17834,2464,12611.0,6.06,48,2023-04-08,PaidOff,A
17835,10981,30338.0,6.88,36,2015-12-01,PaidOff,B
17836,1845,41789.0,5.89,48,2022-07-12,Current,C
17837,5189,14521.0,10.53,36,2015-03-04,Defaulted,D
17838,4648,16073.0,8.07,36,2022-05-17,Defaulted,E
17839,4376,128463.0,7.88,36,2021-07-02,PaidOff,B
17840,6659,15608.0,9.01,36,2023-04-15,Current,D
17841,10320,11928.0,7.49,48,2024-06-23,Current,D
17842,10697,91083.0,8.58,24,2016-02-01,PaidOff,E
17843,8844,55288.0,6.68,36,2023-09-15,PaidOff,D
17844,7609,21948.0,8.85,36,2022-04-28,PaidOff,D
17845,5723,30498.0,7.48,36,2021-06-19,PaidOff,C
17846,1948,46417.0,7.78,48,2022-04-06,Current,D
17847,10445,25436.0,7.94,48,2019-04-08,PaidOff,D
17848,3067,126745.0,5.71,36,2021-11-22,Current,B
17849,4040,35810.0,4.87,36,2015-12-06,PaidOff,C
17850,8721,19502.0,9.0,36,2015-11-10,PaidOff,D
17851,2985,30544.0,7.59,36,2018-12-03,PaidOff,D
17852,8930,8377.0,6.05,24,2018-08-20,Current,B
17853,6309,41106.0,5.08,36,2017-07-17,Current,D
17854,5267,69424.0,7.98,36,2020-06-14,PaidOff,C
17855,2372,17966.0,4.83,36,2024-06-26,Current,B
17856,1355,220590.0,7.89,36,2022-03-12,PaidOff,E
17857,8118,12612.0,5.66,48,2017-10-13,PaidOff,B
17858,4289,5056.0,7.18,36,2016-06-26,PaidOff,A
17859,9481,422852.0,5.72,36,2018-06-17,PaidOff,C
17860,2331,36871.0,8.23,48,2022-09-25,Current,C
17861,3675,8277.0,8.31,48,2015-12-12,PaidOff,B
17862,5501,29585.0,6.47,48,2023-02-14,PaidOff,C
17863,7598,362528.0,11.18,36,2016-02-09,PaidOff,A
17864,6956,98323.0,6.87,36,2021-12-16,Current,C
17865,7201,20272.0,10.19,36,2015-07-28,PaidOff,D
17866,9634,37889.0,6.36,60,2021-05-01,Current,B
17867,9544,33148.0,9.66,36,2020-09-29,PaidOff,D
17868,6356,157998.0,8.31,36,2022-11-07,Current,E
17869,9372,12917.0,6.67,60,2024-04-07,PaidOff,E
17870,6840,220942.0,5.11,48,2022-10-25,Current,B
17871,3141,13894.0,7.01,24,2017-09-05,Current,C
17872,9563,75317.0,8.61,24,2024-09-18,Defaulted,D
17873,9193,119674.0,6.62,36,2019-08-28,Current,A
17874,9345,29272.0,7.24,36,2021-12-31,PaidOff,B
17875,1090,15191.0,6.7,36,2021-02-05,Current,C
17876,8362,15973.0,6.24,48,2016-11-22,PaidOff,B
17877,9239,68870.0,7.12,48,2021-05-16,Current,D
17878,4955,89793.0,8.87,36,2018-04-11,Current,A
17879,4583,41145.0,5.07,60,2020-06-17,Defaulted,D
17880,2080,306183.0,8.56,48,2015-07-25,PaidOff,E
17881,10000,29564.0,4.05,36,2019-10-31,PaidOff,B
17882,7744,24271.0,5.6,12,2020-11-24,PaidOff,B
17883,9782,51666.0,9.22,48,2022-08-03,Current,E
17884,3814,139196.0,6.9,48,2020-10-31,Defaulted,E
17885,5448,42418.0,9.26,48,2023-01-05,Defaulted,D
17886,1171,30298.0,6.68,24,2023-04-18,Current,A
17887,3351,14697.0,9.4,36,2023-12-05,Current,D
17888,5112,43816.0,7.7,24,2021-10-13,Current,B
17889,4175,52284.0,5.13,36,2017-03-01,PaidOff,A
17890,8237,21772.0,5.16,36,2016-08-25,Current,B
17891,9245,130569.0,6.95,48,2017-12-02,PaidOff,B
17892,3062,8829.0,6.13,36,2017-05-31,Current,B
17893,9296,5427.0,5.48,36,2019-04-05,Current,A
17894,2199,918151.0,8.89,48,2022-10-04,Current,D
17895,4780,25489.0,6.09,24,2019-04-25,Current,E
17896,6537,41116.0,10.04,36,2024-02-15,Current,D
17897,9294,73612.0,5.27,36,2017-04-10,PaidOff,C
17898,6835,14962.0,5.94,24,2024-03-11,Current,C
17899,6808,99246.0,9.13,24,2018-07-03,PaidOff,C
17900,4047,14404.0,6.52,36,2022-04-29,PaidOff,B
17901,2632,26080.0,6.12,36,2020-12-09,PaidOff,A
17902,1619,22699.0,5.38,36,2023-11-16,PaidOff,A
17903,2360,21106.0,4.02,36,2017-10-29,Current,A
17904,4135,647834.0,4.48,36,2022-08-24,PaidOff,B
17905,8039,295206.0,4.35,36,2022-06-18,Current,B
17906,3594,46440.0,9.11,48,2021-04-24,Current,B
17907,4303,23037.0,9.0,36,2019-11-27,PaidOff,A
17908,9116,89953.0,4.34,36,2017-11-18,PaidOff,D
17909,9550,17453.0,7.3,12,2023-11-29,Current,A
17910,8970,25319.0,8.91,12,2020-06-20,PaidOff,E
17911,1069,120855.0,9.01,36,2018-11-22,PaidOff,C
17912,7253,13621.0,5.58,36,2020-08-21,PaidOff,A
17913,9534,12862.0,8.02,24,2020-08-25,PaidOff,E
17914,2584,64053.0,8.1,36,2019-08-17,Current,E
17915,6212,29331.0,8.21,12,2021-08-08,Current,C
17916,7959,14677.0,7.39,36,2022-12-11,PaidOff,A
17917,10520,13138.0,8.79,36,2017-07-20,Defaulted,D
17918,9057,8239.0,8.24,48,2024-02-29,Current,C
17919,9566,59005.0,6.74,48,2024-01-26,PaidOff,B
17920,3500,32965.0,10.54,60,2021-09-27,Current,E
17921,10234,9661.0,9.02,48,2019-03-28,PaidOff,D
17922,2244,17797.0,8.89,48,2023-11-29,Current,D
17923,9191,15737.0,12.09,36,2018-09-22,PaidOff,D
17924,8453,109271.0,9.43,24,2016-05-14,PaidOff,E
17925,10545,21761.0,4.82,36,2018-07-02,Current,C
17926,10374,11786.0,6.77,12,2015-08-27,PaidOff,C
17927,8900,34706.0,5.93,48,2016-03-19,Current,C
17928,7484,100948.0,5.28,36,2024-07-02,Current,D
17929,7149,24980.0,6.33,36,2023-02-15,Current,C
17930,2597,36306.0,7.63,36,2023-10-24,PaidOff,B
17931,6972,21569.0,9.5,36,2017-05-09,PaidOff,D
17932,2042,32575.0,10.38,48,2023-07-26,PaidOff,D
17933,10756,60471.0,7.03,60,2024-01-11,Current,C
17934,8507,5719.0,5.83,36,2024-10-26,Current,C
17935,9233,24653.0,7.67,36,2016-01-01,Current,B
17936,4777,32155.0,9.87,36,2023-11-03,Current,D
17937,5856,12600.0,7.89,36,2017-09-16,PaidOff,E
17938,6498,26611.0,5.95,36,2023-10-16,PaidOff,C
17939,7691,158688.0,7.85,36,2018-08-24,PaidOff,C
17940,1868,10709.0,5.04,36,2018-03-21,Current,D
17941,9117,19235.0,7.7,48,2020-12-07,Current,D
17942,6448,39514.0,10.02,36,2021-12-27,PaidOff,E
17943,1048,39173.0,8.16,48,2021-09-01,PaidOff,C
17944,7347,23141.0,7.14,24,2017-07-02,Defaulted,D
17945,7573,138724.0,5.48,36,2020-06-08,Current,C
17946,9027,29521.0,9.01,36,2016-05-23,PaidOff,C
17947,10870,54028.0,5.73,36,2023-06-11,Current,C
17948,10732,118431.0,9.14,36,2019-12-05,Current,D
17949,4780,98651.0,10.15,48,2019-09-15,Current,D
17950,10851,13679.0,7.63,48,2016-11-15,Current,E
17951,8303,8494.0,5.99,12,2020-04-07,Current,A
17952,9437,181165.0,8.53,36,2019-10-31,PaidOff,D
17953,5149,155216.0,4.59,36,2023-09-03,Current,A
17954,1171,61134.0,5.24,36,2015-04-24,PaidOff,B
17955,7874,69609.0,9.32,36,2015-01-05,PaidOff,B
17956,3822,84191.0,5.93,48,2023-10-04,Current,C
17957,4333,257332.0,8.55,12,2019-02-22,Current,D
17958,7520,300003.0,6.07,36,2024-01-14,PaidOff,E
17959,2376,28844.0,7.0,48,2016-07-15,PaidOff,C
17960,5029,17314.0,9.12,36,2018-10-05,Current,E
17961,10028,241958.0,9.23,24,2022-12-03,Current,E
17962,4407,16484.0,8.04,24,2024-10-07,PaidOff,D
17963,10006,70071.0,9.31,60,2020-03-19,PaidOff,D
17964,4122,22665.0,5.97,36,2021-05-11,Current,C
17965,10231,71414.0,4.12,48,2020-12-06,PaidOff,B
17966,6661,172019.0,6.5,36,2022-05-27,PaidOff,E
17967,7820,20434.0,4.86,36,2020-02-02,Current,E
17968,7797,28661.0,6.23,36,2016-11-28,PaidOff,B
17969,6039,126508.0,7.86,24,2019-09-05,Current,C
17970,2296,36304.0,6.96,36,2023-03-04,Current,D
17971,1391,12554.0,5.43,60,2020-10-21,Current,C
17972,7540,5756.0,10.03,36,2018-02-28,PaidOff,E
17973,9860,12800.0,8.45,48,2017-05-25,Current,E
17974,6442,344426.0,9.17,12,2015-06-17,Current,D
17975,8242,35383.0,5.16,60,2020-07-11,PaidOff,B
17976,1957,16527.0,4.1,36,2016-03-02,Current,B
17977,8331,9986.0,8.39,12,2023-04-02,PaidOff,B
17978,7050,15335.0,11.37,36,2019-10-12,Defaulted,E
17979,10436,56535.0,7.65,36,2016-05-06,Current,B
17980,6041,397983.0,5.13,48,2015-07-12,PaidOff,C
17981,2559,56578.0,8.09,60,2021-03-31,PaidOff,D
17982,5599,17366.0,7.64,36,2018-06-04,Defaulted,D
17983,7488,38707.0,4.23,36,2020-06-19,PaidOff,C
17984,2374,51598.0,6.55,12,2019-10-31,Current,E
17985,3328,14328.0,6.29,48,2022-09-04,Defaulted,A
17986,5965,8434.0,8.12,24,2022-07-23,Current,C
17987,9987,73195.0,4.75,12,2019-01-13,PaidOff,D
17988,6717,10129.0,6.15,24,2022-04-03,PaidOff,D
17989,4345,58646.0,6.06,36,2024-02-15,PaidOff,A
17990,4272,78925.0,7.0,48,2021-09-10,Current,B
17991,8227,14811.0,7.0,48,2021-06-09,Current,B
17992,1708,536217.0,7.79,24,2024-12-01,Current,D
17993,3976,11106.0,4.35,36,2024-09-22,PaidOff,C
17994,7536,9892.0,6.51,24,2016-11-10,PaidOff,B
17995,4506,1831656.0,7.72,48,2024-06-07,Current,B
17996,2106,27548.0,7.3,12,2017-10-09,PaidOff,E
17997,7958,234300.0,10.1,36,2016-07-29,Current,D
17998,10268,24946.0,5.33,48,2015-02-26,PaidOff,B
17999,2969,15173.0,9.97,36,2024-01-28,Current,C
18000,7021,16621.0,8.38,60,2022-09-10,Current,E
18001,10692,17897.0,5.24,36,2016-11-20,PaidOff,A
18002,10512,6365.0,4.13,36,2022-12-20,PaidOff,B
18003,8922,53409.0,6.86,48,2022-08-04,Current,D
18004,4105,12971.0,8.33,36,2021-05-31,Current,B
18005,1149,15636.0,6.62,48,2017-10-14,PaidOff,A
18006,8250,10352.0,8.56,48,2018-07-07,PaidOff,C
18007,4481,57688.0,11.53,24,2016-06-16,Current,E
18008,1281,13580.0,5.41,48,2023-07-30,PaidOff,B
18009,4780,11090.0,7.61,24,2019-07-09,PaidOff,E
18010,3715,98458.0,4.89,48,2021-10-16,Current,C
18011,10139,71043.0,7.23,36,2018-12-23,Current,E
18012,1936,33211.0,6.73,36,2016-06-01,Current,C
18013,6215,161196.0,8.87,60,2021-01-30,PaidOff,C
18014,3876,339938.0,10.55,36,2017-05-17,Current,E
18015,2211,11112.0,6.0,48,2017-12-02,PaidOff,C
18016,6852,90481.0,5.79,36,2024-08-17,Current,D
18017,4678,22961.0,8.89,48,2024-04-07,Defaulted,D
18018,5198,257769.0,9.22,24,2023-08-18,PaidOff,E
18019,9027,47548.0,9.12,36,2022-10-15,PaidOff,D
18020,9672,324247.0,5.33,36,2019-08-04,PaidOff,A
18021,4330,85235.0,11.35,60,2016-12-21,Defaulted,E
18022,9383,46500.0,4.53,48,2018-08-03,Current,C
18023,7725,13927.0,7.3,48,2017-07-24,PaidOff,D
18024,10034,45252.0,7.46,36,2018-10-16,Current,B
18025,1025,14639.0,8.97,36,2020-01-03,Current,B
18026,6136,21313.0,12.57,36,2019-11-07,Current,E
18027,3366,746759.0,6.06,12,2020-06-28,PaidOff,C
18028,5250,46276.0,7.04,36,2023-02-03,Current,D
18029,8820,5254.0,11.39,36,2021-11-04,PaidOff,C
18030,1013,13832.0,7.41,24,2021-03-19,PaidOff,D
18031,3175,226788.0,9.73,36,2017-05-22,Current,B
18032,2614,515377.0,8.21,36,2021-03-10,Current,D
18033,10747,422263.0,4.5,36,2016-08-11,PaidOff,A
18034,5082,78240.0,8.32,12,2017-08-30,Defaulted,C
18035,4144,10659.0,6.01,24,2016-07-19,Defaulted,D
18036,7361,248004.0,8.97,24,2016-09-06,PaidOff,C
18037,10420,139201.0,6.67,48,2024-08-06,Current,C
18038,5479,324556.0,8.66,36,2023-05-04,PaidOff,D
18039,8430,765749.0,6.63,36,2018-05-31,Current,C
18040,10750,53646.0,5.39,48,2021-12-27,PaidOff,B
18041,10022,22376.0,6.97,60,2015-07-16,PaidOff,A
18042,2816,9615.0,5.37,60,2021-05-15,PaidOff,B
18043,4713,17648.0,9.77,48,2018-12-26,PaidOff,D
18044,7105,7608.0,8.76,36,2021-05-13,Current,A
18045,7588,72455.0,6.82,36,2023-05-24,Current,B
18046,2302,44762.0,8.52,48,2016-12-04,Current,C
18047,9173,687352.0,6.67,48,2023-12-04,Current,A
18048,8477,10457.0,6.5,36,2020-05-18,Current,B
18049,9998,14095.0,7.08,36,2015-11-04,PaidOff,E
18050,5327,19617.0,10.71,36,2015-11-25,PaidOff,D
18051,10211,17153.0,8.22,60,2021-07-28,PaidOff,C
18052,4082,178671.0,6.32,36,2019-09-05,PaidOff,B
18053,6697,431422.0,5.62,24,2016-07-09,PaidOff,B
18054,1477,63273.0,8.06,36,2021-04-16,PaidOff,A
18055,4188,14022.0,6.25,48,2020-09-07,Current,C
18056,7941,6153.0,7.96,36,2017-12-17,Current,B
18057,6184,169171.0,6.93,60,2020-01-05,Current,D
18058,10354,78787.0,8.31,48,2017-07-27,PaidOff,D
18059,7835,17998.0,6.45,36,2017-02-08,PaidOff,A
18060,5958,484960.0,8.85,36,2017-11-30,PaidOff,C
18061,8693,20460.0,9.92,36,2024-11-04,PaidOff,E
18062,3253,16082.0,7.14,36,2024-10-05,Current,B
18063,5543,206080.0,9.67,36,2018-12-28,PaidOff,B
18064,2152,12882.0,7.08,36,2016-07-31,PaidOff,C
18065,2575,13951.0,6.17,36,2017-04-25,PaidOff,C
18066,10981,113097.0,5.33,36,2023-12-29,Current,B
18067,7077,45485.0,9.71,36,2024-08-09,PaidOff,C
18068,5569,19010.0,5.4,36,2019-06-15,PaidOff,D
18069,6078,85702.0,7.03,48,2023-08-31,Current,D
18070,9154,88847.0,6.94,48,2019-02-02,Current,C
18071,7612,148469.0,9.47,48,2017-07-10,PaidOff,D
18072,3745,74693.0,8.21,36,2019-05-19,PaidOff,B
18073,5897,119860.0,4.88,48,2024-06-21,PaidOff,C
18074,8186,5360.0,6.11,36,2015-01-19,Current,C
18075,10024,24021.0,7.9,36,2017-04-15,Current,A
18076,5945,14404.0,5.68,36,2017-04-21,Current,C
18077,5609,7624.0,8.94,36,2024-07-06,PaidOff,C
18078,2382,10685.0,5.8,24,2024-02-19,Current,A
18079,4034,21690.0,7.39,48,2015-02-15,PaidOff,E
18080,7756,66014.0,7.18,48,2019-11-20,PaidOff,B
18081,4630,271207.0,12.61,36,2021-06-12,PaidOff,D
18082,9090,47251.0,7.87,36,2023-10-01,PaidOff,E
18083,9967,6856.0,5.78,36,2015-08-15,PaidOff,B
18084,6626,94857.0,4.86,12,2023-12-21,Current,B
18085,4184,82100.0,9.65,24,2015-01-17,PaidOff,B
18086,8154,228839.0,6.78,36,2016-01-15,Current,E
18087,3277,42823.0,7.27,36,2016-09-08,PaidOff,D
18088,2783,208612.0,6.31,36,2015-09-09,Current,B
18089,1420,28079.0,9.47,48,2023-02-21,PaidOff,E
18090,9813,85713.0,8.78,36,2022-10-12,Defaulted,D
18091,3253,19513.0,4.6,48,2021-07-23,PaidOff,C
18092,7069,12314.0,6.86,60,2024-04-23,Current,D
18093,1013,13313.0,7.79,36,2024-04-19,Current,C
18094,3253,11760.0,5.15,36,2015-07-08,Current,B
18095,9032,14666.0,7.85,36,2022-03-25,Current,A
18096,2618,14037.0,10.58,36,2019-10-31,Current,E
18097,6381,33259.0,8.59,36,2020-04-16,PaidOff,B
18098,8336,83377.0,10.73,48,2024-03-04,PaidOff,D
18099,7227,40353.0,7.76,24,2015-05-23,PaidOff,D
18100,6315,62329.0,8.38,24,2016-03-06,PaidOff,B
18101,3637,34378.0,10.12,36,2019-07-06,PaidOff,D
18102,5388,31130.0,4.58,36,2017-08-26,Current,A
18103,2749,24362.0,5.58,36,2017-10-24,PaidOff,B
18104,7200,5396.0,4.44,36,2017-06-28,PaidOff,B
18105,4008,8325.0,6.75,24,2015-07-11,PaidOff,B
18106,3692,24824.0,11.37,36,2022-12-28,Current,D
18107,4801,8019.0,5.47,48,2018-06-30,PaidOff,B
18108,1797,25210.0,5.96,36,2021-06-18,Current,B
18109,4008,17514.0,4.85,12,2018-06-27,PaidOff,A
18110,9903,15338.0,10.92,48,2018-08-28,Current,E
18111,10354,222892.0,11.84,48,2019-10-26,Current,E
18112,7964,85921.0,5.66,36,2018-10-08,PaidOff,A
18113,5485,142749.0,9.06,36,2022-12-15,Current,E
18114,5415,107741.0,7.17,36,2023-11-16,Current,D
18115,10486,49398.0,6.93,24,2017-05-08,Current,A
18116,10497,9754.0,11.02,36,2022-12-11,Defaulted,E
18117,10056,70095.0,11.86,36,2024-07-18,PaidOff,E
18118,9340,22776.0,7.51,48,2018-10-11,PaidOff,C
18119,3363,78096.0,5.0,24,2019-01-18,PaidOff,A
18120,4298,65768.0,7.98,36,2019-07-20,Defaulted,D
18121,8966,20918.0,7.92,48,2019-12-10,PaidOff,A
18122,6729,45071.0,6.88,60,2021-06-03,Current,A
18123,7154,8293.0,4.54,36,2021-05-23,Current,A
18124,8508,50902.0,6.39,24,2017-01-24,PaidOff,C
18125,3056,117690.0,7.98,48,2015-06-03,PaidOff,B
18126,5998,145906.0,7.58,24,2023-09-21,PaidOff,A
18127,5995,20050.0,5.67,36,2020-02-26,PaidOff,C
18128,1205,128232.0,4.14,24,2020-07-06,PaidOff,B
18129,6860,127278.0,7.13,60,2019-04-20,PaidOff,C
18130,4890,59345.0,7.48,24,2024-11-21,Current,E
18131,7744,27690.0,7.91,36,2016-09-19,Current,A
18132,3681,5770.0,10.62,12,2016-11-05,Current,E
18133,2286,85047.0,5.47,48,2015-08-18,PaidOff,C
18134,8471,45460.0,4.63,24,2021-01-05,PaidOff,B
18135,6763,10837.0,8.29,36,2019-03-29,PaidOff,C
18136,8063,13809.0,4.86,12,2021-01-05,PaidOff,B
18137,5937,19019.0,5.76,36,2020-12-01,PaidOff,A
18138,9843,17216.0,8.84,36,2016-01-17,PaidOff,B
18139,1188,304347.0,7.83,36,2021-06-07,Current,C
18140,6084,10382.0,9.01,36,2016-09-06,Current,C
18141,9067,21498.0,5.77,36,2018-11-10,Current,D
18142,3095,38490.0,9.43,36,2021-05-07,Current,E
18143,4557,195478.0,7.21,24,2018-08-28,Current,C
18144,10021,19647.0,6.92,36,2022-07-09,Current,C
18145,5651,62494.0,8.82,24,2022-07-06,PaidOff,D
18146,1774,42749.0,7.68,36,2024-08-09,PaidOff,B
18147,10790,37956.0,8.13,36,2024-07-06,Current,C
18148,8201,84801.0,5.2,12,2016-05-24,Current,B
18149,5142,43490.0,8.92,24,2015-04-09,PaidOff,E
18150,4224,48478.0,6.51,36,2018-05-30,Current,D
18151,10184,55549.0,7.06,48,2019-11-09,Current,A
18152,6287,52692.0,10.41,36,2020-06-11,PaidOff,D
18153,4209,36984.0,6.77,36,2018-01-11,Current,D
18154,8011,10066.0,8.27,24,2015-11-11,Current,D
18155,2525,77593.0,7.33,36,2024-11-16,Current,D
18156,1389,281360.0,7.4,48,2017-11-19,PaidOff,C
18157,8018,22325.0,9.6,36,2019-08-26,Current,D
18158,9824,17906.0,5.28,36,2022-11-02,PaidOff,A
18159,1542,80801.0,8.85,36,2022-09-14,Current,D
18160,5266,24796.0,6.53,36,2016-08-12,PaidOff,D
18161,2304,14187.0,4.77,48,2020-03-24,PaidOff,D
18162,9258,8823.0,7.9,60,2018-12-08,Current,C
18163,4716,29421.0,6.96,36,2015-05-15,Current,B
18164,10580,34006.0,7.45,60,2015-07-05,Current,D
18165,8009,5183.0,9.64,36,2024-10-24,Current,E
18166,7111,27457.0,8.04,36,2023-06-10,PaidOff,D
18167,2766,49062.0,7.58,36,2018-05-29,PaidOff,D
18168,1043,12711.0,8.05,48,2024-02-07,Current,C
18169,6702,23980.0,7.5,48,2019-04-25,Current,A
18170,6824,37596.0,4.88,24,2019-04-20,Current,E
18171,10084,16923.0,8.66,24,2020-11-20,Defaulted,E
18172,5836,45531.0,7.69,36,2020-11-02,PaidOff,C
18173,3749,39051.0,9.02,24,2024-03-07,Current,E
18174,6803,17545.0,8.44,48,2020-04-20,Defaulted,E
18175,5441,13470.0,9.73,36,2019-01-23,PaidOff,E
18176,10031,36269.0,10.19,36,2017-03-12,Current,D
18177,4120,325856.0,8.21,36,2024-07-22,Current,C
18178,2809,25105.0,7.35,36,2018-05-07,PaidOff,E
18179,7557,18205.0,8.73,48,2022-11-21,Current,D
18180,10866,307564.0,4.25,36,2018-12-01,Current,C
18181,3830,137648.0,5.91,60,2024-08-13,PaidOff,D
18182,10425,13273.0,8.88,36,2015-02-05,PaidOff,C
18183,9443,5123.0,9.32,60,2022-10-02,PaidOff,D
18184,3352,28113.0,5.35,48,2023-01-15,PaidOff,B
18185,7048,17711.0,4.83,36,2018-11-03,Current,B
18186,9881,109504.0,10.04,36,2016-10-30,Defaulted,D
18187,1141,53755.0,7.76,24,2015-02-12,Current,B
18188,6660,5251.0,9.97,48,2015-12-30,PaidOff,E
18189,7626,73159.0,4.82,48,2020-01-12,PaidOff,B
18190,9141,7213.0,10.46,36,2015-08-08,Current,D
18191,5221,22235.0,8.24,24,2020-06-07,Current,A
18192,7636,203462.0,9.09,60,2016-10-26,Current,C
18193,10741,19438.0,6.76,24,2018-04-05,PaidOff,D
18194,1804,155679.0,7.48,24,2018-12-26,Current,D
18195,5331,246500.0,5.82,48,2021-08-27,PaidOff,C
18196,8421,7802.0,7.58,48,2024-07-21,Current,D
18197,5511,18387.0,7.67,36,2017-07-18,Current,C
18198,7766,50783.0,5.68,36,2017-06-25,Current,D
18199,8995,27146.0,6.62,36,2015-10-10,Current,C
18200,2718,16059.0,7.23,36,2021-10-06,PaidOff,C
18201,1954,12350.0,7.87,36,2023-12-15,Current,C
18202,4207,151904.0,6.6,48,2023-02-10,PaidOff,D
18203,6900,9734.0,5.05,48,2021-11-02,Current,B
18204,8003,92843.0,5.78,36,2020-05-30,PaidOff,C
18205,2842,23876.0,4.1,48,2020-10-18,PaidOff,B
18206,2918,14190.0,6.03,12,2022-05-14,Current,D
18207,6022,79043.0,10.08,36,2022-07-04,Current,E
18208,3018,5086.0,5.83,60,2024-04-25,Current,C
18209,10140,45595.0,8.35,36,2024-08-06,Current,C
18210,9700,16879.0,4.34,36,2019-04-27,PaidOff,B
18211,4842,420759.0,7.25,60,2018-01-05,PaidOff,A
18212,7244,158134.0,6.42,36,2019-06-07,Current,C
18213,1534,56315.0,5.27,36,2023-12-03,PaidOff,B
18214,1298,52787.0,5.37,36,2018-08-21,Current,C
18215,8878,6309.0,6.88,24,2018-08-02,PaidOff,A
18216,7465,126151.0,8.17,48,2016-07-07,Current,D
18217,10274,19704.0,7.07,36,2018-12-03,PaidOff,D
18218,3513,38017.0,8.28,36,2016-06-20,Current,E
18219,6353,90475.0,9.93,48,2023-10-24,Current,E
18220,1767,20093.0,15.12,36,2017-08-12,Current,D
18221,7565,19590.0,9.46,48,2022-06-25,PaidOff,D
18222,1001,31398.0,6.79,36,2017-12-15,Current,C
18223,5838,13740.0,7.53,36,2022-08-03,PaidOff,C
18224,6654,10333.0,5.9,60,2017-02-21,PaidOff,A
